"sysdescription","armasterid","csrnotes","approved","remaingtime","taskstatus","ccdatesetup","ccscheduledshipdate","earlieststartdate","qtyshipped","arsalesid","jobordertype","ccmasterid","ccpromisedate","ccdescription","quantityordered","ccdescription2","ccstatus","arcsrname","description","arsalesname","arcustname"
"Scheduled       ","CULV    ",NULL,"Process Complete                                  ",NULL,"No Remaining Task","2019-09-03","2019-09-20","2019-09-03",11139,2,NULL,"53692       ","2019-09-20","#11795 SCE S Insertion Mailing                    ",11300,NULL,"1","Deena Huffaker   ","Mix                                               ","Lorenzo Cosio    ","Culver Company, LLC                                         "
"Scheduled       ","AACPA   ",NULL,"Process Complete                                  ",NULL,"No Remaining Task","2019-09-06","2019-09-20","2019-09-06",8020,2,NULL,"53712       ","2019-09-20","Classical Mailer                                  ",10000,NULL,"1","Deena Huffaker   ","Sheetfed                                          ","Lorenzo Cosio    ","Adrienne Arsht Center For Performing Arts                   "
"Scheduled       ","AACPA   ",NULL,"Process Complete                                  ","3","Remaining Task","2019-10-04","2019-10-18","2019-10-04",NULL,2,NULL,"53926       ","2019-10-18","Jazz Roots Postcard                               ",20000,NULL,"1","Deena Huffaker   ","Sheetfed                                          ","Lorenzo Cosio    ","Adrienne Arsht Center For Performing Arts                   "
"Scheduled       ","SSC     ",NULL,"Process Ready                                     ","31","Remaining Task","2019-10-07","2019-10-23","2019-10-10",NULL,1,1,"53929       ","2019-10-23","DM1909091390 Silver Moon Booklet 24+4             ",75000,NULL,"1","Armando Ruiz     ","Mix                                               ","Robert Hernandez ","Silversea Cruises Ltd, Inc                                  "
"Scheduled       ","STED    ",NULL,"Process Complete                                  ","1","Remaining Task","2019-06-10","2019-10-01","2019-06-10",1480,4,NULL,"53128       ","2019-10-01","FL Geometry Practice Book-216+4 PB                ",40000,NULL,"1","Deena Huffaker   ","Mix                                               ","Freddy Latour    ","Study Edge LLC                                              "
"Scheduled       ","SSC     ",NULL,"Process Complete                                  ","35","Remaining Task","2019-10-02","2019-10-21","2019-10-03",NULL,1,1,"53910       ","2019-10-21","NA1909111402 Virtuoso October Mailer Europe       ",100000,"see attached.","1","Armando Ruiz     ","Mix                                               ","Robert Hernandez ","Silversea Cruises Ltd, Inc                                  "
"Scheduled       ","AGAD    ","Covers go to MQ for spot gloss UV

15m Form 3 goes to MQ for tip on.","Process Complete                                  ","12","Remaining Task","2019-08-08","2019-10-17","2019-09-30",NULL,2,NULL,"53541       ","2019-10-24","2019 Agressor Adventure Magazine 88+4             ",32000,NULL,"1","Rose Silverio    ","Mix                                               ","Lorenzo Cosio    ","Aggressor Adventures LLC                                    "
"Scheduled       ","UNISF   ",NULL,"Process Complete                                  ","39","Remaining Task","2019-08-28","2019-10-07","2019-09-20",5605,4,NULL,"53667       ","2019-10-07","USF Magazine-Fall 2019 (64+4) Standard Size/Poly  ",36000,NULL,"1","Deena Huffaker   ","Sheetfed                                          ","Freddy Latour    ","University of South Florida                                 "
"Scheduled       ","CULV    ",NULL,"Process Ready                                     ","6","Remaining Task","2019-09-17","2019-10-31","2019-10-14",NULL,2,NULL,"53850       ","2018-12-07","#11789 SCE Cont. 2vers ea Brochure, Posters, Card ",14000,NULL,"1","Deena Huffaker   ","Sheetfed                                          ","Lorenzo Cosio    ","Culver Company, LLC                                         "
"Scheduled       ","STLEO   ",NULL,"Process Ready                                     ","39","Remaining Task","2019-09-23","2019-10-30","2019-10-11",NULL,4,NULL,"53868       ","2019-10-30","Spirit Magazine Fall 2019 36+4 s/s                ",77715,NULL,"1","Deena Huffaker   ","Mix                                               ","Freddy Latour    ","Saint Leo University                                        "
"Scheduled       ","MCP     ",NULL,"Process Ready                                     ",NULL,"No Remaining Task","2019-10-07","2019-10-16","2019-10-08",NULL,3,NULL,"53930       ","2019-10-17","St. Thomas/St. John This Week Nov/Dec 19 64 pg sc ",25000,NULL,"1","Armando Ruiz     ","Web                                               ","Michele Santos   ","Morris Caribbean Publications Inc                           "
"Scheduled       ","ASAP    ",NULL,"Process Ready                                     ",NULL,"No Remaining Task","2019-10-07","2019-10-14","2019-10-07",NULL,2,NULL,"53931       ","2019-10-14","TWX Brochure 2 Versions-16 pg s/c                 ",120000,NULL,"1","Deena Huffaker   ","Web                                               ","Lorenzo Cosio    ","ASAP LLC                                                    "
"Scheduled       ","DUKE    ",NULL,"Process Ready                                     ",NULL,"No Remaining Task","2019-10-07","2019-10-21","2019-10-07",NULL,4,NULL,"53932       ","2019-10-21","192947-DE Progress DEP NC Where Your Dollar Goes  ",718550,"Insert#1 Sheetfed - 6.5 X 3.5 
60LB PRINT CLASSIC OFFSET 
PREV #64829","1","Deena Huffaker   ","Web                                               ","Freddy Latour    ","Duke Energy                                                 "
"Scheduled       ","GMS     ","Send 7 samples to customer for approval before any mailing or shipments can be done.

Mail Drop date 10/7.
","Process Complete                                  ",NULL,"Remaining Task","2019-09-13","2019-10-04","2019-09-17",6107,9,1,"53829       ","2019-10-04","Troy University 2020 Calendar 32+4                ",10000,NULL,"1","Armando Ruiz     ","Sheetfed                                          ","Liz Suarez       ","Greentree Marketing Services LLC                            "
"Scheduled       ","GMS     ","Send 7 samples to customer for approval before any mailing or shipments can be done.","Process Complete                                  ",NULL,"No Remaining Task","2019-09-09","2019-09-30","2019-09-09",7087,9,1,"53719       ","2019-09-30","Troy Today Magazine Fall/Winter 2019 64+4         ",52000,NULL,"1","Armando Ruiz     ","Mix                                               ","Liz Suarez       ","Greentree Marketing Services LLC                            "
"Scheduled       ","DUKE    ",NULL,"Process Ready                                     ",NULL,"No Remaining Task","2019-10-07","2019-10-21","2019-10-07",NULL,4,NULL,"53933       ","2019-10-23","192947 Ohio Electric Customer Choice Kubra 30827-I",466225,"Insert#1 Sheetfed - 6.5 X 3.5 
60LB PRINT CLASSIC OFFSET 
PREV #64829","1","Deena Huffaker   ","Web                                               ","Freddy Latour    ","Duke Energy                                                 "
"Scheduled       ","MPI     ",NULL,"Process Complete                                  ","19","Remaining Task","2019-09-09","2019-10-16","2019-10-16",NULL,10,1,"53718       ","2019-10-24","Real Life Magazine Fall/Winter 128+4              ",16000,NULL,"1","Armando Ruiz     ","Mix                                               ","Jorge J Hernandez","Miami Print, Inc.                                           "
"Scheduled       ","AACPA   ",NULL,"Process Complete                                  ",NULL,"No Remaining Task","2019-09-26","2019-10-07","2019-09-26",60000,2,NULL,"53894       ","2019-10-07","Mini Brochures for 19-20 Season-2 versions        ",30000,NULL,"1","Deena Huffaker   ","Sheetfed                                          ","Lorenzo Cosio    ","Adrienne Arsht Center For Performing Arts                   "
"Scheduled       ","STBLM   ",NULL,"Process Complete                                  ",NULL,"No Remaining Task","2019-09-23","2019-10-02","2019-09-24",25153,8,NULL,"53866       ","2019-10-02","Aventura Magazine Oct/19 128+4 PB                 ",25000,"AVENTURA MAGAZINE 136-PAGE + COVER
PREV EST #63031 #62450 #43674 #42833","1","Deena Huffaker   ","Mix                                               ","Andy Sanchez     ","Stern Bloom Media                                           "
